player_id,player_name,position,TD_2018,TD_2019,TD_2020,TD_2021,TD_2022,TD_2023,TD_2024,avg_yds_after_catch_2018,avg_yds_after_catch_2019,avg_yds_after_catch_2020,avg_yds_after_catch_2021,avg_yds_after_catch_2022,avg_yds_after_catch_2023,avg_yds_after_catch_2024,avg_yds_per_carry_2018,avg_yds_per_carry_2019,avg_yds_per_carry_2020,avg_yds_per_carry_2021,avg_yds_per_carry_2022,avg_yds_per_carry_2023,avg_yds_per_carry_2024,completion_rate_2018,completion_rate_2019,completion_rate_2020,completion_rate_2021,completion_rate_2022,completion_rate_2023,completion_rate_2024,games_played_2018,games_played_2019,games_played_2020,games_played_2021,games_played_2022,games_played_2023,games_played_2024,receive_attempts_2018,receive_attempts_2019,receive_attempts_2020,receive_attempts_2021,receive_attempts_2022,receive_attempts_2023,receive_attempts_2024,rush_attempts_2018,rush_attempts_2019,rush_attempts_2020,rush_attempts_2021,rush_attempts_2022,rush_attempts_2023,rush_attempts_2024,team_2025,division,stadium_type,BYE,exp,pos_roster,avg_team_time_on_offense,strength_o_line,strength_of_schedule_calc,strength_of_qb,odd_run,odd_throw,games_played_total_career,avg_games_played_per_szn
00-0035217,B.Snell,RB,,2.0,4.0,0.0,1.0,,,,7.333333333333333,8.363636363636363,8.5,9.0,,,,3.9444444444444446,3.371681415929204,2.973684210526316,4.5,,,,,,,,,,,11.0,16.0,14.0,3.0,,,,4.0,16.0,6.0,2.0,,,,108.0,113.0,38.0,20.0,,,PIT,AFC North,outdoor,9.0,3.0,RB,64.76470588235294,62.6784,0.5080252534450312,0.6399100257069409,0.41689372,0.5831063,44,11.0
00-0035222,Z.Gentry,TE,,0.0,,0.0,0.0,,,,2.0,,6.3478260869565215,5.368421052631579,,,,,,,,,,,,,,,,,,1.0,,11.0,14.0,,,,1.0,,29.0,23.0,,,,0.0,,0.0,0.0,,,PIT,AFC North,outdoor,9.0,3.0,TE,64.76470588235294,62.6784,0.5080252534450312,0.6399100257069409,0.41689372,0.5831063,26,8.666666666666666
00-0035228,K.Murray,QB,,24.0,37.0,29.0,17.0,13.0,26.0,,,,,,,,,5.858695652173913,6.157894736842105,4.766666666666667,6.2388059701492535,5.545454545454546,7.333333333333333,,0.6419294990723562,0.6720430107526881,0.683495145631068,0.6641025641025641,0.6567164179104478,0.6876155268022182,,16.0,16.0,15.0,11.0,8.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,,92.0,133.0,90.0,67.0,44.0,78.0,ARI,NFC West,indoor,11.0,5.0,QB,60.64705882352941,72.118904,0.5242244885570327,,0.40543163,0.5945684,83,13.833333333333334
00-0035229,T.Hockenson,TE,,2.0,6.0,4.0,3.0,5.0,1.0,,6.25,4.91044776119403,3.262295081967213,5.940659340659341,3.536842105263158,3.8260869565217392,,,0.0,,,,,,,,,,,,,12.0,16.0,12.0,18.0,15.0,11.0,,59.0,101.0,84.0,70.0,127.0,67.0,,0.0,1.0,0.0,0.0,0.0,0.0,MIN,NFC North,indoor,6.0,5.0,TE,61.11111111111112,38.288708,0.4694033558842641,0.8299145299145299,0.38454545,0.61545455,102,17.0
00-0035232,D.Haskins,QB,,7.0,6.0,,,,,,,,,,,,,5.05,2.3,,,,,,0.5862068965517241,0.6141078838174274,,,,,,9.0,7.0,,,,,,0.0,0.0,,,,,,20.0,20.0,,,,,WAS,NFC East,outdoor,8.0,1.0,QB,65.3529411764706,51.04338,0.4621299500192234,,0.34833482,0.65166515,16,8.0
00-0035243,M.Sanders,RB,,6.0,6.0,0.0,13.0,1.0,3.0,,8.056603773584905,7.535714285714286,8.10344827586207,4.904761904761905,5.851851851851852,6.25,,4.595854922279793,5.286585365853658,5.347222222222222,4.819727891156463,3.3488372093023258,3.727272727272727,,,,,,,,,17.0,12.0,13.0,20.0,16.0,11.0,,68.0,52.0,37.0,28.0,41.0,30.0,,193.0,164.0,144.0,294.0,129.0,55.0,CAR,NFC South,outdoor,11.0,5.0,RB,58.05882352941177,64.39622,0.4901164387323556,0.6359375,0.36372846,0.63627154,89,14.833333333333334
00-0035246,J.Arcega-Whiteside,WR,,1.0,0.0,0.0,,,,,1.6,2.75,14.5,,,,,,,,,,,,,,,,,,,8.0,5.0,3.0,,,,,22.0,8.0,5.0,,,,,0.0,0.0,0.0,,,,PHI,NFC East,outdoor,14.0,2.0,WR,62.77777777777778,68.795845,0.4747181133662042,0.6448245614035089,0.44424778,0.5557522,16,5.333333333333333
00-0035249,J.Oliver,TE,,0.0,,0.0,2.0,2.0,3.0,,1.6666666666666667,,2.7777777777777777,5.625,7.363636363636363,5.913043478260869,,,,,,,,,,,,,,,,3.0,,10.0,13.0,12.0,12.0,,6.0,,15.0,27.0,28.0,29.0,,0.0,,0.0,0.0,0.0,0.0,MIN,NFC North,indoor,6.0,5.0,TE,61.11111111111112,38.288708,0.4694033558842641,0.8299145299145299,0.38454545,0.61545455,50,10.0
00-0035250,D.Singletary,RB,,4.0,2.0,11.0,6.0,6.0,4.0,,7.514285714285714,6.630434782608695,6.382978723404255,7.116279069767442,6.973684210526316,8.476190476190476,,5.079268292682927,4.3604651162790695,4.565420560747664,4.6217616580310885,4.142857142857143,3.8672566371681416,,,,,,1.0,,,13.0,19.0,19.0,18.0,19.0,15.0,,48.0,59.0,59.0,60.0,47.0,24.0,,164.0,172.0,214.0,193.0,238.0,113.0,NYG,NFC East,outdoor,11.0,5.0,RB,61.8235294117647,51.111824,0.5490849384129296,0.6072841901459796,0.36346337,0.63653666,103,17.166666666666668
00-0035251,W.Grier,QB,,0.0,,,,,,,,,,,,,,3.142857142857143,,,,,,,0.5384615384615384,,,,,,,2.0,,,,,,,0.0,,,,,,,7.0,,,,,,CAR,NFC South,outdoor,7.0,0.0,QB,67.0625,42.586494,0.5361492733058135,,0.33271202,0.667288,2,2.0
00-0035259,T.Wesco,TE,,0.0,0.0,0.0,0.0,0.0,,,20.0,0.0,9.666666666666666,6.0,12.0,,,2.0,0.0,,,,,,,,,,,,,3.0,2.0,4.0,4.0,3.0,,,3.0,2.0,5.0,4.0,3.0,,,1.0,1.0,0.0,0.0,0.0,,TEN,AFC South,outdoor,7.0,4.0,TE,57.88235294117647,14.859611,0.5134260102389769,0.6773799374822392,0.41463414,0.58536583,16,3.2
00-0035261,T.Pollard,RB,,3.0,5.0,2.0,12.0,7.0,5.0,,9.0,8.285714285714286,8.658536585365853,8.431818181818182,5.709677419354839,5.390243902439025,,5.290697674418604,4.306930693069307,5.470149253731344,5.168224299065421,3.9737827715355807,4.15,,,,,,,,,14.0,16.0,16.0,18.0,18.0,16.0,,20.0,40.0,48.0,61.0,76.0,57.0,,86.0,101.0,134.0,214.0,267.0,260.0,TEN,AFC South,outdoor,5.0,5.0,RB,60.588235294117645,39.319504,0.5103836581072058,0.6357900565366905,0.40291262,0.5970874,98,16.333333333333332
00-0035264,J.Stidham,QB,,0.0,2.0,,4.0,2.0,0.0,,,,,,,,,-1.0,1.0,,6.0,0.8888888888888888,1.25,,0.5,0.5,,0.6385542168674698,0.6060606060606061,,,3.0,5.0,,3.0,2.0,2.0,,0.0,0.0,,0.0,0.0,0.0,,2.0,7.0,,14.0,9.0,4.0,DEN,AFC West,outdoor,14.0,5.0,QB,60.0,81.61123,0.5030988418759317,,0.37685186,0.62314814,15,3.0
00-0035268,R.Armstead,RB,,2.0,,0.0,,,,,8.0,,6.666666666666667,,,,,3.085714285714286,,5.333333333333333,,,,,,,,,,,,14.0,,2.0,,,,,24.0,,4.0,,,,,35.0,,15.0,,,,JAX,AFC South,outdoor,7.0,2.0,RB,60.23529411764706,73.20424,0.508349593707452,0.798172757475083,0.34570312,0.6542969,16,8.0
00-0035273,Q.Ollison,RB,,4.0,0.0,1.0,,,,,3.0,,1.75,,,,,2.272727272727273,3.0,5.0,,,,,,,,,,,,6.0,1.0,6.0,,,,,2.0,0.0,6.0,,,,,22.0,1.0,21.0,,,,ATL,NFC South,indoor,6.0,2.0,RB,58.70588235294117,58.808945,0.4611323579999595,0.42573051948051943,0.36773548,0.63226455,13,4.333333333333333
00-0035275,J.Scarlett,RB,,0.0,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,4.0,,,,,,CAR,NFC South,outdoor,7.0,0.0,RB,67.0625,42.586494,0.5361492733058135,0.5732970643703393,0.33271202,0.667288,1,1.0
00-0035282,E.Stick,QB,,,0.0,,,4.0,,,,,,,,,,,-2.0,,,5.333333333333333,,,,1.0,,,0.6379310344827587,,,,1.0,,,5.0,,,,0.0,,,0.0,,,,1.0,,,27.0,,LAC,AFC West,outdoor,5.0,4.0,QB,64.47058823529412,61.803616,0.5298216706703321,,0.34762773,0.65237224,6,3.0
00-0035287,K.Johnson,WR,,1.0,0.0,,,,,,2.0476190476190474,3.333333333333333,,,,,,3.0,,,,,,,,,,,,,,10.0,8.0,,,,,,42.0,23.0,,,,,,1.0,0.0,,,,,ARI,NFC West,indoor,8.0,1.0,WR,66.75,75.97468,0.4623578323873409,0.679771505376344,0.39325842,0.60674155,18,9.0
00-0035289,G.Minshew,QB,,21.0,17.0,4.0,4.0,18.0,9.0,,,8.0,,,,,,5.134328358208955,5.275862068965517,2.333333333333333,0.1111111111111111,2.9411764705882355,3.0526315789473686,,0.6063829787234043,0.6605504587155964,0.6833333333333333,0.5789473684210527,0.6224489795918368,0.6633986928104575,,14.0,9.0,3.0,6.0,16.0,10.0,,0.0,1.0,0.0,0.0,0.0,0.0,,67.0,29.0,9.0,9.0,34.0,19.0,LV,AFC West,indoor,10.0,5.0,QB,62.0,51.68756,0.5222465043809061,,0.33301708,0.66698295,58,9.666666666666666
00-0035291,T.Williams,RB,,,0.0,0.0,0.0,0.0,,,,8.2,11.0,4.0,5.0,,,,6.038461538461538,3.4,5.0,4.6,,,,,,,,,,,6.0,2.0,4.0,14.0,,,,5.0,2.0,3.0,9.0,,,,26.0,15.0,6.0,15.0,,CIN,AFC North,outdoor,7.0,4.0,RB,60.70588235294117,50.93355,0.5632717896240024,0.7240656181295452,0.3265504,0.67344964,26,6.5
00-0035297,K.Harmon,WR,,0.0,,,,,,,3.1333333333333333,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,44.0,,,,,,,0.0,,,,,,WAS,NFC East,outdoor,10.0,0.0,WR,55.1875,33.159893,0.4863314843481252,0.6335489475235391,0.37938845,0.62061155,13,13.0
00-0035298,S.Miller,WR,,1.0,4.0,1.0,0.0,2.0,0.0,,2.769230769230769,3.135135135135135,1.3,1.434782608695652,7.272727272727272,6.6,,8.0,3.8,17.333333333333332,8.0,,,,,,,,,,,9.0,18.0,7.0,11.0,9.0,4.0,,26.0,59.0,16.0,40.0,16.0,9.0,,2.0,5.0,3.0,1.0,0.0,0.0,PIT,AFC North,outdoor,9.0,5.0,WR,61.66666666666666,38.71519,0.5053905187806117,0.7651389593550934,0.43963963,0.5603604,58,9.666666666666666
00-0035308,T.Sweeney,TE,,0.0,,1.0,0.0,,,,4.75,,1.5555555555555556,8.0,,,,,,,,,,,,,,,,,,5.0,,7.0,1.0,,,,13.0,,12.0,1.0,,,,0.0,,0.0,0.0,,,BUF,AFC East,outdoor,7.0,3.0,TE,63.94444444444444,67.04495,0.4973808431754768,0.45690035273368607,0.34578627,0.6542137,13,4.333333333333333
00-0035311,M.Gaskin,RB,,1.0,5.0,7.0,0.0,,0.0,,6.571428571428571,9.46341463414634,5.1020408163265305,5.0,,13.0,,3.6944444444444446,4.112676056338028,3.53757225433526,2.6,,-0.3333333333333333,,,,,,,,,7.0,10.0,17.0,2.0,,2.0,,12.0,47.0,63.0,6.0,,1.0,,36.0,142.0,173.0,10.0,,3.0,MIN,NFC North,indoor,6.0,,,61.11111111111112,38.288708,0.4694033558842641,0.8299145299145299,0.38454545,0.61545455,38,7.6
00-0035313,T.Godwin,WR,,,0.0,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,6.0,,,,,,,1.0,,,,,JAX,AFC South,outdoor,8.0,1.0,WR,62.5625,58.80053,0.5273948120915033,0.6087055786712391,0.30669332,0.6933067,2,2.0
00-0035329,D.Parham,TE,,,3.0,3.0,1.0,4.0,,,,5.6,6.9,3.142857142857143,4.666666666666667,,,,,,,,,,,,,,,,,,10.0,12.0,7.0,13.0,,,,20.0,27.0,17.0,41.0,,,,0.0,0.0,0.0,0.0,,LAC,AFC West,outdoor,5.0,4.0,TE,64.47058823529412,61.803616,0.5298216706703321,0.6446234119782215,0.34762773,0.65237224,42,10.5
00-0035341,T.Irwin,WR,,,0.0,0.0,4.0,1.0,0.0,,,1.0,2.5,3.647058823529412,4.4,1.3333333333333333,,,,,11.0,,,,,,,,,,,,1.0,2.0,11.0,10.0,4.0,,,2.0,5.0,27.0,32.0,10.0,,,0.0,0.0,1.0,0.0,0.0,CIN,AFC North,outdoor,12.0,,,62.88235294117647,56.04726,0.466805566395805,0.7055214723926381,0.323667,0.676333,28,5.6
00-0035342,P.Laird,RB,,1.0,0.0,0.0,,,,,7.6521739130434785,4.0,6.666666666666667,,,,,2.7096774193548385,5.538461538461538,4.0,,,,,,,,,,,,8.0,9.0,3.0,,,,,30.0,12.0,3.0,,,,,62.0,13.0,1.0,,,,MIA,AFC East,outdoor,14.0,2.0,RB,63.8235294117647,63.645893,0.4521337946943483,0.6522508591065292,0.3658986,0.6341014,20,6.666666666666667
00-0035345,C.Myarick,TE,,,,1.0,1.0,,,,,,2.6666666666666665,5.428571428571429,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,6.0,8.0,,,,,,0.0,0.0,,,NYG,NFC East,outdoor,9.0,3.0,TE,62.78947368421053,43.14891,0.5340883167671501,0.6638888888888889,0.4056999,0.5943001,11,5.5
00-0035350,P.Williams,WR,,3.0,4.0,0.0,,,,,1.90625,2.333333333333333,6.333333333333333,,,,,,,7.0,,,,,,,,,,,,8.0,8.0,6.0,,,,,60.0,35.0,16.0,,,,,0.0,0.0,1.0,,,,MIA,AFC East,outdoor,14.0,2.0,WR,63.8235294117647,63.645893,0.4521337946943483,0.6522508591065292,0.3658986,0.6341014,22,7.333333333333333
00-0035356,T.Jackson,TE,,,,1.0,,,,,,,2.333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,7.0,,,,,,,0.0,,,,PHI,NFC East,outdoor,14.0,2.0,TE,62.77777777777778,68.795845,0.4747181133662042,0.6448245614035089,0.44424778,0.5557522,3,3.0
00-0035359,D.Sills,WR,,,,0.0,0.0,,,,,,1.0,3.636363636363636,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,6.0,17.0,,,,,,0.0,0.0,,,NYG,NFC East,outdoor,9.0,3.0,WR,62.78947368421053,43.14891,0.5340883167671501,0.6638888888888889,0.4056999,0.5943001,11,5.5
00-0035374,M.Walker,WR,,0.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,0.0,,,,,,JAX,AFC South,outdoor,10.0,0.0,WR,63.5,61.131565,0.4841747828517372,0.6322513184215313,0.32086614,0.67913383,2,2.0
00-0035399,S.Morgan,WR,,0.0,,0.0,0.0,,,,3.333333333333333,,10.0,,,,,,,3.0,,,,,,,,,,,,5.0,,3.0,1.0,,,,10.0,,4.0,1.0,,,,0.0,,1.0,0.0,,,CIN,AFC North,outdoor,10.0,3.0,WR,64.15789473684211,55.943726,0.5360454800572122,0.8398601398601399,0.33388022,0.66611975,9,3.0
00-0035401,D.Willis,WR,,0.0,,,,,,,1.7777777777777777,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,16.0,,,,,,,0.0,,,,,,CIN,AFC North,outdoor,9.0,0.0,WR,64.8125,51.699203,0.5365510513415893,0.5329806687565308,0.3490839,0.6509161,7,7.0
00-0035406,L.Humphrey,WR,,0.0,1.0,2.0,0.0,3.0,1.0,,,5.25,7.769230769230769,7.5,7.615384615384615,6.193548387096774,,,,,,,,,,,,,,,,1.0,3.0,7.0,3.0,11.0,14.0,,1.0,6.0,18.0,4.0,19.0,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,DEN,AFC West,outdoor,14.0,5.0,WR,60.0,81.61123,0.5030988418759317,0.6604414261460102,0.37685186,0.62314814,39,6.5
00-0035414,J.Guyton,WR,,0.0,3.0,3.0,0.0,1.0,,,,6.392857142857143,4.806451612903226,3.5,3.2,,,,0.0,4.857142857142857,,,,,,,,,,,,1.0,16.0,16.0,2.0,7.0,,,2.0,55.0,48.0,4.0,21.0,,,0.0,2.0,7.0,0.0,0.0,,LAC,AFC West,outdoor,5.0,4.0,WR,64.47058823529412,61.803616,0.5298216706703321,0.6446234119782215,0.34762773,0.65237224,42,8.4
00-0035428,D.Helm,TE,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,LV,AFC West,indoor,8.0,2.0,TE,63.44444444444444,63.890923,0.5103952692187986,0.5860294117647059,0.34938705,0.65061295,2,2.0
00-0035432,J.Moore,WR,,0.0,,0.0,0.0,,,,3.0,,8.666666666666666,0.0,,,,,,,,,,,,,,,,,,4.0,,1.0,1.0,,,,5.0,,4.0,2.0,,,,0.0,,0.0,0.0,,,LAC,AFC West,outdoor,8.0,3.0,WR,66.94444444444444,70.019165,0.4429566563467492,0.6716082659478886,0.3195021,0.68049794,6,2.0
00-0035448,D.Crockett,RB,,,,0.0,,,,,,,,,,,,,,2.333333333333333,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,3.0,,,,DEN,AFC West,outdoor,11.0,2.0,RB,60.70588235294117,56.299927,0.4724776184983797,0.42420589603688197,0.41375968,0.5862403,1,1.0
00-0035457,T.Johnson,WR,,,3.0,0.0,0.0,,,,,2.95,4.5,10.0,,,,,5.666666666666667,,,,,,,,,,,,,,11.0,4.0,1.0,,,,,26.0,5.0,1.0,,,,,3.0,0.0,0.0,,,HOU,AFC South,indoor,6.0,,,59.47058823529412,62.593353,0.4687478500171998,0.6331156433452884,0.36597428,0.6340257,16,5.333333333333333
00-0035480,M.Taylor,WR,,,1.0,0.0,,0.0,,,,9.4,4.0,,3.5,,,,9.0,,,,,,,,,,,,,,6.0,1.0,,2.0,,,,6.0,3.0,,4.0,,,,1.0,0.0,,0.0,,NYJ,AFC East,outdoor,7.0,4.0,WR,61.70588235294117,32.38125,0.4925520259703469,0.4465029012263667,0.33746424,0.6625357,9,3.0
00-0035489,W.Hills,RB,,2.0,,,,,,,1.5,,,,,,,2.1,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,10.0,,,,,,DET,NFC North,indoor,5.0,0.0,RB,63.1875,55.215973,0.4982289516683866,0.5911059197941531,0.36795253,0.6320475,1,1.0
00-0035500,G.Dortch,WR,,,,0.0,2.0,2.0,3.0,,,,10.333333333333334,5.634615384615385,6.333333333333333,7.945945945945946,,,,24.0,6.285714285714286,5.0,6.2,,,,,,,,,,,2.0,11.0,9.0,17.0,,,,3.0,64.0,41.0,50.0,,,,1.0,7.0,1.0,5.0,ARI,NFC West,indoor,11.0,5.0,WR,60.64705882352941,72.118904,0.5242244885570327,0.8438077634011091,0.40543163,0.5945684,39,9.75
00-0035510,J.Smith,WR,,0.0,0.0,0.0,0.0,,,,0.0,2.8823529411764706,1.875,4.625,,,,,,-1.0,,,,,,,,,,,,1.0,8.0,8.0,7.0,,,,2.0,37.0,17.0,11.0,,,,0.0,0.0,1.0,0.0,,,NYJ,AFC East,outdoor,10.0,3.0,WR,62.52941176470589,60.9686,0.5264372002671037,0.5941522177647832,0.35277516,0.64722484,24,6.0
00-0035527,A.Isabella,WR,,1.0,2.0,0.0,0.0,0.0,,,15.555555555555555,3.9047619047619047,7.0,2.5,,,,3.75,-6.0,,1.0,,,,,,,,,,,9.0,11.0,1.0,3.0,1.0,,,13.0,35.0,1.0,2.5,1.0,,,4.0,1.0,0.0,0.5,0.0,,BUF,AFC East,outdoor,13.0,4.0,WR,65.10526315789474,84.47906,0.4835217558861033,0.6666666666666666,0.40824574,0.59175426,28,5.6
00-0035529,H.Butler,WR,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,PHI,NFC East,outdoor,9.0,,,67.1875,33.699024,0.5190461601307189,0.503769215439696,0.33302325,0.66697675,1,1.0
00-0035535,D.Slayton,WR,,8.0,3.0,2.0,2.0,4.0,2.0,,4.0,3.18,2.5,6.019607843137255,5.96,3.1794871794871797,,,-0.5,-13.0,3.0,,8.5,,,,,,,,,14.0,16.0,13.0,15.0,17.0,16.0,,84.0,96.0,58.0,84.0,79.0,71.0,,0.0,2.0,1.0,1.0,0.0,2.0,NYG,NFC East,outdoor,11.0,5.0,WR,61.8235294117647,51.111824,0.5490849384129296,0.6072841901459796,0.36346337,0.63653666,91,15.166666666666666
00-0035537,T.Johnson,RB,,0.0,1.0,4.0,1.0,1.0,5.0,,3.875,8.0625,9.823529411764708,6.083333333333333,8.875,8.363636363636363,,4.333333333333333,4.703703703703703,3.901639344262295,5.333333333333333,4.4,5.032786885245901,,,,,,,,,15.0,10.0,15.0,10.0,9.0,20.0,,31.0,10.5,55.0,24.0,10.0,29.0,,63.0,27.0,61.0,30.0,45.0,61.0,BUF,AFC East,outdoor,12.0,5.0,RB,60.1,91.19061,0.4954661162710698,0.5498380675371826,0.44009984,0.55990016,89,14.833333333333334
00-0035539,I.Nauta,TE,,0.0,0.0,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,3.0,2.0,,,,,,0.0,0.0,,,,,DET,NFC North,indoor,5.0,,,61.375,56.65728,0.4953022875816993,0.6388213530655391,0.34928718,0.65071285,4,2.0
00-0035544,T.Kennedy,WR,,,,1.0,0.0,,0.0,,,,2.833333333333333,9.125,,,,,,,,,,,,,1.0,,,,,,,6.0,5.0,,1.0,,,,10.0,15.0,,1.0,,,,0.0,0.0,,0.0,DET,NFC North,indoor,5.0,5.0,WR,64.66666666666667,66.82518,0.5130747620685701,0.7933218192285549,0.45017183,0.5498282,12,4.0
00-0035547,J.Fortson,TE,,,,2.0,2.0,,0.0,,,,1.8,4.444444444444445,,2.0,,,,,,,,,,,,,,,,,,4.0,10.0,,3.0,,,,5.0,14.0,,3.0,,,,0.0,0.0,,0.0,KC,AFC West,outdoor,6.0,5.0,TE,61.4,56.569695,0.5115963929431422,0.6523858592263792,0.35667753,0.64332247,17,5.666666666666667
00-0035548,V.Bryant,WR,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,,DAL,NFC East,indoor,8.0,0.0,WR,66.3125,84.14538,0.4613459967320261,0.6510067114093959,0.39585298,0.604147,1,1.0
00-0035551,T.Brooks-James,RB,,0.0,0.0,,,,,,,,,,,,,0.875,1.3333333333333333,,,,,,,,,,,,,3.0,1.0,,,,,,0.0,0.0,,,,,,8.0,3.0,,,,,ATL,NFC South,indoor,10.0,1.0,RB,66.8125,62.227356,0.5462998796009632,0.6501597444089456,0.35734332,0.6426567,4,2.0
00-0035553,C.Jones,TE,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,,JAX,AFC South,outdoor,10.0,0.0,TE,63.5,61.131565,0.4841747828517372,0.6322513184215313,0.32086614,0.67913383,1,1.0
00-0035562,J.Horsted,TE,,1.0,,2.0,0.0,0.0,,,3.75,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,5.0,,3.0,2.0,1.0,,,10.0,,3.0,4.0,1.0,,,0.0,,0.0,0.0,0.0,,LV,AFC West,indoor,13.0,4.0,TE,58.64705882352941,56.400406,0.4903226925445101,0.6064992917426199,0.39217654,0.6078235,11,2.75
00-0035567,C.Reynolds,RB,,,0.0,0.0,0.0,2.0,0.0,,,2.0,7.857142857142857,12.0,11.8,14.0,,,4.0,4.181818181818182,4.434782608695652,4.285714285714286,4.483870967741935,,,,,,,,,,1.0,5.0,6.0,7.0,7.0,,,1.0,8.0,10.0,5.0,5.0,,,1.0,55.0,23.0,42.0,31.0,DET,NFC North,indoor,5.0,5.0,RB,64.66666666666667,66.82518,0.5130747620685701,0.7933218192285549,0.45017183,0.5498282,26,5.2
00-0035572,P.Hesse,TE,,,,0.0,0.0,,,,,,4.2,4.0,,,,,,,,,,,,,,,,,,,,4.0,9.0,,,,,,6.0,11.0,,,,,,0.0,0.0,,,ATL,NFC South,indoor,14.0,3.0,TE,58.8235294117647,47.362667,0.4559734110362411,0.6240579710144927,0.512,0.488,13,6.5
00-0035577,D.Hodges,QB,,5.0,,,,,,,,,,,,,,3.238095238095238,,,,,,,0.625,,,,,,,8.0,,,,,,,0.0,,,,,,,21.0,,,,,,PIT,AFC North,outdoor,7.0,0.0,QB,57.75,64.751114,0.4857698013415892,,0.3917749,0.6082251,8,8.0
00-0035590,R.Ridley,WR,,0.0,0.0,,,,,,2.5,3.5,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,7.0,6.0,,,,,,0.0,0.0,,,,,CHI,NFC North,outdoor,11.0,1.0,WR,63.70588235294117,68.71866,0.4944252210688197,0.5053825179592051,0.3508772,0.64912283,6,3.0
00-0035592,T.Fulgham,WR,,0.0,4.0,,,,,,,2.631578947368421,,,,,,,,,,,,,,,,,,,,2.0,12.0,,,,,,3.0,67.0,,,,,,0.0,0.0,,,,,PHI,NFC East,outdoor,9.0,1.0,WR,67.1875,33.699024,0.5190461601307189,0.503769215439696,0.33302325,0.66697675,14,7.0
00-0035593,J.Winfree,WR,,,,0.0,0.0,0.0,,,,,3.875,5.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,,,,,13.0,4.0,1.0,,,,,0.0,0.0,0.0,,IND,AFC South,indoor,11.0,4.0,WR,63.94117647058823,58.91931,0.4824763754831138,0.608843537414966,0.40386385,0.59613615,9,3.0
00-0035594,T.Homer,RB,,0.0,1.0,1.0,1.0,0.0,0.0,,6.714285714285714,10.22222222222222,8.0,8.0625,,3.333333333333333,,4.34375,3.52,8.428571428571429,3.8947368421052633,,3.8333333333333335,,,,,,,,,6.0,9.0,12.0,8.0,1.0,4.0,,17.0,10.0,20.0,18.0,1.0,3.0,,32.0,25.0,21.0,19.0,0.0,6.0,CHI,NFC North,outdoor,7.0,5.0,RB,62.294117647058826,26.427608,0.5368157995912503,0.8122775800711743,0.34844193,0.6515581,40,6.666666666666667
00-0035596,K.Whyte,RB,,0.0,,,,,,,11.0,,,,,,,5.083333333333333,,,,,,,,,,,,,,6.0,,,,,,,1.0,,,,,,,24.0,,,,,,PIT,AFC North,outdoor,7.0,0.0,RB,57.75,64.751114,0.4857698013415892,0.6038080854135796,0.3917749,0.6082251,6,6.0
00-0035597,J.Ursua,WR,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,,SEA,NFC West,outdoor,11.0,0.0,WR,63.61111111111112,44.799603,0.5306886156021863,0.658578856152513,0.4,0.6,1,1.0
00-0035602,A.Bachman,WR,,,,0.0,,,0.0,,,,,,,3.333333333333333,,,,-3.0,,,,,,,,,,,,,,1.0,,,1.0,,,,0.0,,,3.0,,,,1.0,,,0.0,LV,AFC West,indoor,10.0,5.0,WR,62.0,51.68756,0.5222465043809061,0.6363027515532962,0.33301708,0.66698295,2,1.0
00-0035603,K.Blanton,TE,,,,1.0,0.0,,,,,,6.2727272727272725,11.5,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,14.0,2.0,,,,,,0.0,0.0,,,LA,NFC West,outdoor,7.0,,,58.05882352941177,28.25827,0.5079716303446042,0.6218134141863946,0.3809524,0.61904764,8,4.0
