season,player_id,player_name,position,team_2025,rush_attempts,rushing_yards,rushing_tds,receive_attempts,receptions,receiving_yards,receiving_tds,receiving_yards_after_catch,passing_tds,completions,attempts,passing_yards,games_played,completion_rate,avg_yds_per_carry,avg_yds_after_catch,TD,player_name_roster,pos_roster,exp,jersey_number,status,games_played_total_career,seasons_in_data,avg_games_played_per_szn,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_team_time_on_offense,strength_of_schedule_calc,BYE,division,stadium_type,strength_of_qb,headshot_url,espn_id,image_url
2020,00-0027948,B.Gabbert,QB,TB,9,16.0,0,0,0,0.0,0,0.0,2,9,16,143.0,4,0.5625,1.7777777777777777,,2,Blaine Gabbert,QB,9.0,11.0,ACT,21,5,4.2,451.0,796.0,1247.0,0.361668,0.638332,84.79518,62.35,0.5199948400412796,13.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okn6kpddaw5inoempqzu",13987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okn6kpddaw5inoempqzu"
2021,00-0027948,B.Gabbert,QB,TB,9,-7.0,0,0,0,0.0,0,0.0,0,7,11,67.0,6,0.6363636363636364,-0.7777777777777778,,0,Blaine Gabbert,QB,10.0,11.0,ACT,21,5,4.2,402.0,861.0,1263.0,0.3182898,0.68171024,85.10158,66.47368421052632,0.4811745566185846,9.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrvxga0lrqbq9gn5p2gz",13987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrvxga0lrqbq9gn5p2gz"
2022,00-0027948,B.Gabbert,QB,TB,0,0.0,0,0,0,0.0,0,0.0,1,6,8,29.0,1,0.75,,,1,Blaine Gabbert,QB,11.0,11.0,ACT,21,5,4.2,378.0,850.0,1228.0,0.30781758,0.6921824,91.18739,68.22222222222223,0.5095879677407025,11.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/phss2f3lxcjex7hif0so",13987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/phss2f3lxcjex7hif0so"
2023,00-0027948,B.Gabbert,QB,KC,7,45.0,0,0,0,0.0,0,0.0,0,18,35,185.0,2,0.5142857142857142,6.428571428571429,,0,Blaine Gabbert,QB,12.0,9.0,ACT,21,5,4.2,440.0,882.0,1322.0,0.33282906,0.66717094,82.73301,62.95238095238095,0.5123642439431914,10.0,AFC West,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fphhd3wedamgkps6e0dl",13987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fphhd3wedamgkps6e0dl"
2022,00-0038120,B.Hall,RB,NYJ,80,463.0,4,31,19,218.0,1,166.0,0,0,0,0.0,7,,5.7875,8.736842105263158,5,Breece Hall,RB,0.0,20.0,RES,40,3,13.333333333333334,375.0,688.0,1063.0,0.35277516,0.64722484,60.9686,62.52941176470589,0.5264372002671037,10.0,AFC East,outdoor,0.5941522177647832,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcuixhewoo00o7frboye",4427366,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcuixhewoo00o7frboye"
2023,00-0038120,B.Hall,RB,NYJ,223,994.0,5,95,76,591.0,4,649.0,0,0,0,0.0,17,,4.457399103139013,8.539473684210526,9,Breece Hall,RB,1.0,20.0,ACT,40,3,13.333333333333334,354.0,695.0,1049.0,0.33746424,0.6625357,32.38125,61.70588235294117,0.4925520259703469,7.0,AFC East,outdoor,0.4465029012263667,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a6gggxrcgcacgggh0vme",4427366,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a6gggxrcgcacgggh0vme"
2024,00-0038120,B.Hall,RB,NYJ,209,876.0,5,76,57,483.0,3,496.0,0,0,0,0.0,16,,4.1913875598086126,8.701754385964913,8,Breece Hall,RB,2.0,20.0,ACT,40,3,13.333333333333334,343.0,671.0,1014.0,0.3382643,0.6617357,62.289284,59.64705882352941,0.4854509399218924,12.0,AFC East,outdoor,0.7014321295143213,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekmqygsmfkwwwdmuox4r",4427366,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekmqygsmfkwwwdmuox4r"
2018,00-0033567,B.Hill,RB,ATL,20,157.0,0,2,1,9.0,0,5.0,0,0,0,0.0,4,,7.85,5.0,0,Brian Hill,HB,1.0,32.0,ACT,30,3,10.0,327.0,681.0,1008.0,0.32440478,0.6755952,60.390675,63.0,0.4686223447712418,8.0,NFC South,indoor,0.7041823308270676,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypgn9r59rqqev6qv45ns",3125403,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypgn9r59rqqev6qv45ns"
2019,00-0033567,B.Hill,RB,ATL,78,323.0,2,14,10,69.0,1,54.0,0,0,0,0.0,10,,4.141025641025641,5.4,3,Brian Hill,HB,2.0,23.0,ACT,30,3,10.0,329.0,761.0,1090.0,0.30183485,0.6981651,56.68,68.125,0.5314770919332645,9.0,NFC South,indoor,0.7043031595270401,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypgn9r59rqqev6qv45ns",3125403,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypgn9r59rqqev6qv45ns"
2020,00-0033567,B.Hill,RB,ATL,100,465.0,1,30,25,199.0,0,162.0,0,0,0,0.0,16,,4.65,6.48,1,Brian Hill,RB,3.0,23.0,ACT,30,3,10.0,382.0,687.0,1069.0,0.35734332,0.6426567,62.227356,66.8125,0.5462998796009632,10.0,NFC South,indoor,0.6501597444089456,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ortwgbmztzhb4tdz9jmo",3125403,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ortwgbmztzhb4tdz9jmo"
2021,00-0036424,B.Hopkins,TE,LA,0,0.0,0,5,5,56.0,0,28.0,0,0,0,0.0,2,,,5.6,0,Brycen Hopkins,TE,1.0,88.0,ACT,13,3,4.333333333333333,504.0,805.0,1309.0,0.38502672,0.61497325,73.662445,62.333333333333336,0.504073442242394,11.0,NFC West,outdoor,0.4637314439946018,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgtyxbqoefos8kboqkun",3918003,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgtyxbqoefos8kboqkun"
2022,00-0036424,B.Hopkins,TE,LA,0,0.0,0,11,7,109.0,0,33.0,0,0,0,0.0,7,,,4.714285714285714,0,Brycen Hopkins,TE,2.0,88.0,ACT,13,3,4.333333333333333,376.0,611.0,987.0,0.3809524,0.61904764,28.25827,58.05882352941177,0.5079716303446042,7.0,NFC West,outdoor,0.6218134141863946,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agzychtsya1dteoz1khu",3918003,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agzychtsya1dteoz1khu"
2023,00-0036424,B.Hopkins,TE,LA,0,0.0,0,7,5,78.0,0,32.0,0,0,0,0.0,4,,,6.4,0,Brycen Hopkins,TE,3.0,88.0,ACT,13,3,4.333333333333333,468.0,678.0,1146.0,0.40837696,0.591623,68.289696,63.66666666666666,0.5285269273401368,10.0,NFC West,outdoor,0.6040597079173097,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agzychtsya1dteoz1khu",3918003,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agzychtsya1dteoz1khu"
2019,00-0034449,B.Howell,RB,HOU,5,10.0,0,0,0,0.0,0,0.0,0,0,0,0.0,2,,2.0,,0,Buddy Howell,RB,1.0,38.0,ACT,5,3,1.6666666666666667,419.0,729.0,1148.0,0.36498258,0.6350174,40.12682,63.77777777777778,0.5343997248022015,10.0,AFC South,indoor,0.6194481194481194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kwvvwl4qa6yolp3peiwi",3122716,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kwvvwl4qa6yolp3peiwi"
2020,00-0034449,B.Howell,RB,HOU,16,64.0,0,2,1,3.0,0,7.0,0,0,0,0.0,2,,4.0,7.0,0,Buddy Howell,RB,2.0,38.0,ACT,5,3,1.6666666666666667,272.0,660.0,932.0,0.2918455,0.7081545,47.419857,58.25,0.5175263910388717,8.0,AFC South,indoor,0.8511029411764706,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tfwnkkmrwi2gyzdyu1il",3122716,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tfwnkkmrwi2gyzdyu1il"
2021,00-0034449,B.Howell,RB,LA,5,11.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,2.2,,0,Buddy Howell,RB,3.0,38.0,ACT,5,3,1.6666666666666667,504.0,805.0,1309.0,0.38502672,0.61497325,73.662445,62.333333333333336,0.504073442242394,11.0,NFC West,outdoor,0.4637314439946018,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqoes3t0jkt62cpqmuvo",3122716,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqoes3t0jkt62cpqmuvo"
2018,00-0026625,B.Hoyer,QB,NE,11,-8.0,0,0,0,0.0,0,0.0,0,1,2,7.0,5,0.5,-0.7272727272727273,,0,Brian Hoyer,QB,9.0,2.0,ACT,18,6,3.0,562.0,725.0,1287.0,0.43667445,0.5633256,89.24453,67.73684210526316,0.5122469809715207,11.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hartcqd9yt3gzqjddktl",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hartcqd9yt3gzqjddktl"
2019,00-0026625,B.Hoyer,QB,IND,8,2.0,0,0,0,0.0,0,0.0,4,35,65,372.0,4,0.5384615384615384,0.25,,4,Brian Hoyer,QB,10.0,2.0,ACT,18,6,3.0,423.0,578.0,1001.0,0.4225774,0.57742256,66.20276,62.5625,0.4919872828517372,6.0,AFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hartcqd9yt3gzqjddktl",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hartcqd9yt3gzqjddktl"
2020,00-0026625,B.Hoyer,QB,NE,1,8.0,0,0,0,0.0,0,0.0,0,15,24,130.0,1,0.625,8.0,,0,Brian Hoyer,QB,11.0,2.0,INA,18,6,3.0,468.0,500.0,968.0,0.48347107,0.5165289,48.901985,60.5,0.5174820476436188,5.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvghllg8cjcatjyrris7",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvghllg8cjcatjyrris7"
2021,00-0026625,B.Hoyer,QB,NE,11,-8.0,0,0,0,0.0,0,0.0,1,9,11,227.0,5,0.8181818181818182,-0.7272727272727273,,1,Brian Hoyer,QB,12.0,5.0,ACT,18,6,3.0,476.0,621.0,1097.0,0.43391067,0.56608933,71.21648,60.94444444444444,0.4817108129801628,14.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfawmzukujsqmuwlpkjy",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfawmzukujsqmuwlpkjy"
2022,00-0026625,B.Hoyer,QB,NE,0,0.0,0,0,0,0.0,0,0.0,0,5,6,37.0,1,0.8333333333333334,,,0,Brian Hoyer,QB,13.0,5.0,RES,18,6,3.0,382.0,604.0,986.0,0.38742393,0.61257607,54.674294,58.0,0.4902871365264372,10.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u0xo8skri7jc8abzzdts",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u0xo8skri7jc8abzzdts"
2023,00-0026625,B.Hoyer,QB,LV,3,-3.0,0,0,0,0.0,0,0.0,0,23,42,231.0,2,0.5476190476190477,-1.0,,0,Brian Hoyer,QB,14.0,7.0,INA,18,6,3.0,391.0,606.0,997.0,0.39217654,0.6078235,56.400406,58.64705882352941,0.4903226925445101,13.0,AFC West,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/japt3mj2xctm7saqndxn",12477,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/japt3mj2xctm7saqndxn"
2019,00-0031589,B.Hundley,QB,ARI,7,41.0,0,0,0,0.0,0,0.0,0,5,11,49.0,3,0.4545454545454545,5.857142857142857,,0,Brett Hundley,QB,4.0,7.0,ACT,3,1,3.0,355.0,633.0,988.0,0.35931173,0.64068824,44.443806,61.75,0.515657249742002,12.0,NFC West,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujbo4yjq2jkhjwdaodv3",2577189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujbo4yjq2jkhjwdaodv3"
2024,00-0039361,B.Irving,RB,TB,224,1199.0,8,54,49,398.0,1,540.0,0,0,0,0.0,18,,5.352678571428571,11.020408163265309,9,Bucky Irving,RB,0.0,7.0,ACT,18,1,18.0,450.0,678.0,1128.0,0.39893618,0.60106385,61.497734,62.66666666666666,0.5047483905843039,11.0,NFC South,outdoor,0.858843537414966,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjaqkrtdhwf16wldi83h",4596448,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjaqkrtdhwf16wldi83h"
2018,00-0033658,B.Jarwin,TE,DAL,0,0.0,0,41,32,339.0,3,136.0,0,0,0,0.0,14,,,4.25,3,Blake Jarwin,TE,1.0,89.0,ACT,38,4,9.5,449.0,680.0,1129.0,0.3976971,0.6023029,38.6368,62.72222222222222,0.5028057275541795,8.0,NFC East,indoor,0.6734348561759729,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xr6ablsjbguolnllkuau",2991767,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xr6ablsjbguolnllkuau"
2019,00-0033658,B.Jarwin,TE,DAL,0,0.0,0,41,31,365.0,3,157.0,0,0,0,0.0,15,,,5.064516129032258,3,Blake Jarwin,TE,2.0,89.0,ACT,38,4,9.5,420.0,641.0,1061.0,0.39585298,0.604147,84.14538,66.3125,0.4613459967320261,8.0,NFC East,indoor,0.6510067114093959,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xr6ablsjbguolnllkuau",2991767,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xr6ablsjbguolnllkuau"
2020,00-0033658,B.Jarwin,TE,DAL,0,0.0,0,1,1,12.0,0,0.0,0,0,0,0.0,1,,,0.0,0,Blake Jarwin,TE,3.0,89.0,RES,38,4,9.5,403.0,708.0,1111.0,0.36273628,0.6372637,59.955154,69.4375,0.4526399101307189,10.0,NFC East,indoor,0.6040860321766075,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/co9fb8mszjci8nglgn5w",2991767,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/co9fb8mszjci8nglgn5w"
2021,00-0033658,B.Jarwin,TE,DAL,0,0.0,0,18,11,96.0,2,38.0,0,0,0,0.0,8,,,3.4545454545454546,2,Blake Jarwin,TE,4.0,89.0,ACT,38,4,9.5,455.0,757.0,1212.0,0.37541255,0.6245875,70.95983,67.33333333333333,0.4833467110040897,7.0,NFC East,indoor,0.6579595777977558,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsn8rvgup22r5e53mu7i",2991767,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsn8rvgup22r5e53mu7i"
2022,00-0037382,B.Johnson,WR,DEN,0,0.0,0,14,6,42.0,1,13.0,0,0,0,0.0,4,,,2.1666666666666665,1,Brandon Johnson,WR,0.0,89.0,ACT,15,3,5.0,407.0,663.0,1070.0,0.38037384,0.61962616,29.676945,62.94117647058823,0.4720785527833424,9.0,AFC West,outdoor,0.603413796348579,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlkmz9czqm75g72altta",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlkmz9czqm75g72altta"
2023,00-0037382,B.Johnson,WR,DEN,0,0.0,0,30,19,284.0,4,89.0,0,0,0,0.0,10,,,4.684210526315789,4,Brandon Johnson,WR,1.0,89.0,ACT,15,3,5.0,399.0,603.0,1002.0,0.39820358,0.6017964,37.769806,58.94117647058823,0.4895841102178745,9.0,AFC West,outdoor,0.6352450681309743,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxf9whcnyhlmby6givfo",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxf9whcnyhlmby6givfo"
2024,00-0037382,B.Johnson,WR,PIT,0,0.0,0,1,1,9.0,0,4.0,0,0,0,0.0,1,,,4.0,0,Brandon Johnson,WR,2.0,89.0,DEV,15,3,5.0,488.0,622.0,1110.0,0.43963963,0.5603604,38.71519,61.66666666666666,0.5053905187806117,9.0,AFC North,outdoor,0.7651389593550934,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vb8zdr36pece37wq6eth",4035198,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vb8zdr36pece37wq6eth"
2021,00-0036556,B.Jordan,TE,HOU,0,0.0,0,28,20,178.0,3,99.0,0,0,0,0.0,8,,,4.95,3,Brevin Jordan,TE,0.0,9.0,ACT,30,4,7.5,393.0,613.0,1006.0,0.39065605,0.60934395,51.084877,59.1764705882353,0.4926962735558619,10.0,AFC South,indoor,0.6370896785109983,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4bjagx9z3mmt25mnng6",4362504,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4bjagx9z3mmt25mnng6"
2022,00-0036556,B.Jordan,TE,HOU,0,0.0,0,28,14,128.0,0,78.0,0,0,0,0.0,9,,,5.571428571428571,0,Brevin Jordan,TE,1.0,9.0,ACT,30,4,7.5,370.0,641.0,1011.0,0.36597428,0.6340257,62.593353,59.47058823529412,0.4687478500171998,6.0,AFC South,indoor,0.6331156433452884,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jq0vmujycrgmnqlevj4b",4362504,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jq0vmujycrgmnqlevj4b"
2023,00-0036556,B.Jordan,TE,HOU,0,0.0,0,23,18,295.0,3,196.0,0,0,0,0.0,11,,,10.88888888888889,3,Brevin Jordan,TE,2.0,9.0,ACT,30,4,7.5,448.0,717.0,1165.0,0.38454935,0.6154506,56.820095,61.31578947368421,0.4898520811833505,7.0,AFC South,indoor,0.5855513664744617,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgjclmhivqtcdsaggccr",4362504,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgjclmhivqtcdsaggccr"
2024,00-0036556,B.Jordan,TE,HOU,0,0.0,0,3,2,7.0,0,3.0,0,0,0,0.0,2,,,1.5,0,Brevin Jordan,TE,3.0,9.0,RES,30,4,7.5,436.0,742.0,1178.0,0.37011886,0.62988114,36.51212,62.0,0.4967437944706969,14.0,AFC South,indoor,0.5956529885703579,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sw6kge0me7ei8opbvfjq",4362504,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sw6kge0me7ei8opbvfjq"
2019,00-0032139,B.Koyack,TE,JAX,0,0.0,0,3,1,9.0,0,3.0,0,0,0,0.0,3,,,3.0,0,Ben Koyack,TE,4.0,83.0,ACT,3,1,3.0,326.0,690.0,1016.0,0.32086614,0.67913383,61.131565,63.5,0.4841747828517372,10.0,AFC South,outdoor,0.6322513184215313,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg1fdty7xbpwztueey8j",2579846,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg1fdty7xbpwztueey8j"
2018,00-0027681,B.LaFell,WR,LV,0,0.0,0,16,12,135.0,2,53.0,0,0,0,0.0,4,,,4.416666666666667,2,,,,,,4,1,4.0,368.0,610.0,978.0,0.37627813,0.6237219,38.68121,61.125,,,AFC West,indoor,0.5111512959614225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x4wifb5arw0neuwg1cch",12576,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x4wifb5arw0neuwg1cch"
2018,00-0024334,B.Marshall,WR,SEA,0,0.0,0,23,11,136.0,1,23.0,0,0,0,0.0,6,,,2.090909090909091,1,,,,,,6,1,6.0,514.0,529.0,1043.0,0.4928092,0.5071908,26.659733,61.35294117647059,0.4787644934134645,7.0,NFC West,outdoor,0.6563876651982379,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhziqh0scfksvxen6f3s",9705,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhziqh0scfksvxen6f3s"
2018,00-0032964,B.Marshall,RB,WAS,3,9.0,0,6,4,30.0,0,28.0,0,0,0,0.0,4,,3.0,7.0,0,Byron Marshall,RB,2.0,34.0,ACT,4,1,4.0,365.0,594.0,959.0,0.3806048,0.6193952,48.97035,59.9375,0.4762050653594771,4.0,NFC East,outdoor,0.5922288359788359,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdfnye7daaffwtre1mbl",2971289,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdfnye7daaffwtre1mbl"
2018,00-0034855,B.Mayfield,QB,CLE,39,131.0,0,1,0,0.0,0,0.0,27,310,486,3725.0,14,0.6378600823045267,3.358974358974359,,27,Baker Mayfield,QB,0.0,6.0,ACT,123,7,17.571428571428573,373.0,643.0,1016.0,0.367126,0.632874,62.76318,63.5,0.498953227124183,11.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrajlbudbl0hcfzmrqz3",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrajlbudbl0hcfzmrqz3"
2019,00-0034855,B.Mayfield,QB,CLE,28,141.0,3,0,0,0.0,0,0.0,23,318,535,3883.0,16,0.594392523364486,5.035714285714286,,26,Baker Mayfield,QB,1.0,6.0,ACT,123,7,17.571428571428573,370.0,597.0,967.0,0.38262668,0.61737335,53.941257,60.4375,0.518047761867905,7.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrajlbudbl0hcfzmrqz3",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrajlbudbl0hcfzmrqz3"
2020,00-0034855,B.Mayfield,QB,CLE,62,179.0,1,2,2,-2.0,0,2.0,30,349,557,4030.0,18,0.6265709156193896,2.8870967741935485,1.0,31,Baker Mayfield,QB,2.0,6.0,ACT,123,7,17.571428571428573,504.0,622.0,1126.0,0.44760212,0.55239785,77.21316,62.55555555555556,0.4686926671253297,9.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgqgouo8be09qvnrqdnr",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgqgouo8be09qvnrqdnr"
2021,00-0034855,B.Mayfield,QB,CLE,37,134.0,1,0,0,0.0,0,0.0,17,253,418,3010.0,14,0.6052631578947368,3.6216216216216215,,18,Baker Mayfield,QB,3.0,6.0,RES,123,7,17.571428571428573,443.0,600.0,1043.0,0.42473635,0.5752637,41.977657,61.35294117647059,0.5000109847860713,13.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgqgouo8be09qvnrqdnr",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgqgouo8be09qvnrqdnr"
2022,00-0034855,B.Mayfield,QB,CAR,16,52.0,1,0,0,0.0,0,0.0,6,119,206,1313.0,12,0.5776699029126213,3.25,,7,,,,,,123,7,17.571428571428573,461.0,510.0,971.0,0.47476828,0.5252317,52.180767,57.11764705882353,0.4646340476335013,13.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aztmh1hzf253ntkzjgkn",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aztmh1hzf253ntkzjgkn"
2022,00-0034855,B.Mayfield,QB,LA,15,37.0,0,0,0,0.0,0,0.0,4,82,129,850.0,12,0.6356589147286822,2.466666666666667,,4,Baker Mayfield,QB,4.0,17.0,ACT,123,7,17.571428571428573,376.0,611.0,987.0,0.3809524,0.61904764,28.25827,58.05882352941177,0.5079716303446042,7.0,NFC West,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aztmh1hzf253ntkzjgkn",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aztmh1hzf253ntkzjgkn"
2023,00-0034855,B.Mayfield,QB,TB,66,194.0,1,0,0,0.0,0,0.0,34,412,643,4730.0,19,0.640746500777605,2.9393939393939394,,35,Baker Mayfield,QB,5.0,6.0,ACT,123,7,17.571428571428573,427.0,731.0,1158.0,0.36873922,0.6312608,56.716423,60.94736842105263,0.4953687107345246,5.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haglbmidyaxtimhctzlp",3052587,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haglbmidyaxtimhctzlp"
2024,00-0034855,B.Mayfield,QB,TB,67,401.0,3,0,0,0.0,0,0.0,43,422,588,4685.0,18,0.717687074829932,5.985074626865671,,46,Baker Mayfield,QB,6.0,6.0,ACT,123,7,17.571428571428573,450.0,678.0,1128.0,0.39893618,0.60106385,61.497734,62.66666666666666,0.5047483905843039,11.0,NFC South,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrbgtbyy8a7l0ux13hjy",3052587,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrbgtbyy8a7l0ux13hjy"
2024,00-0039386,B.Means,WR,NO,0,0.0,0,15,9,118.0,1,20.0,0,0,0,0.0,4,,,2.2222222222222223,1,Bub Means,WR,0.0,16.0,RES,4,1,4.0,408.0,618.0,1026.0,0.39766082,0.6023392,62.051647,60.35294117647059,0.4943759340681577,12.0,NFC South,indoor,0.5697110849912208,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zo2ojijv5b6bhy2fcjyk",4427985,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zo2ojijv5b6bhy2fcjyk"
2023,00-0037091,B.Melton,WR,GB,3,21.0,0,27,18,244.0,2,38.0,0,0,0,0.0,6,,7.0,2.111111111111111,2,Bo Melton,WR,1.0,80.0,ACT,18,2,9.0,463.0,693.0,1156.0,0.40051904,0.599481,77.32212,60.8421052631579,0.4953945751892631,6.0,NFC North,outdoor,0.8225552050473186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2aek6ggpxy7esfxnrsu",4259305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2aek6ggpxy7esfxnrsu"
2024,00-0037091,B.Melton,WR,GB,8,54.0,0,20,9,107.0,0,7.0,0,0,0,0.0,12,,6.75,0.7777777777777778,0,Bo Melton,WR,2.0,80.0,ACT,18,2,9.0,520.0,561.0,1081.0,0.48103607,0.51896393,77.791176,60.05555555555556,0.5411923053821919,10.0,NFC North,outdoor,0.6847808507197153,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhmhwurwugjmymgjforf",4259305,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhmhwurwugjmymgjforf"
2024,00-0039732,B.Nix,QB,DEN,96,473.0,4,1,1,2.0,1,0.0,30,389,589,3919.0,18,0.6604414261460102,4.927083333333333,0.0,35,Bo Nix,QB,0.0,10.0,ACT,18,1,18.0,407.0,673.0,1080.0,0.37685186,0.62314814,81.61123,60.0,0.5030988418759317,14.0,AFC West,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zibtvsprpauxnytis229",4426338,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zibtvsprpauxnytis229"
